Hash,vendorPartNo,imageName,TRSku,PUSku,category,model,description,unitPrice,TRQty,PUQty,ImageURL
50121-251-14,50121-251-14,50121-251-14,956838,856838,GOGGLES,RACECRAFT,RACECRAFT 2 ST-KITH MIR RED,48.75,800,971,https://3366283.app.netsuite.com/core/media/media.nl?id=161480&c=3366283&h=UWj2MMc4htxr81rBiYMef5NRiLZvgmVQC1ytfM9-vUd6832Z
50121-252-01,50121-252-01,50121-252-1,956839,856839,GOGGLES,RACECRAFT,RACECRAFT 2 BLK MIR SIL LENS,48.75,2025,776,https://3366283.app.netsuite.com/core/media/media.nl?id=160816&c=3366283&h=zXxj6hbAJo--yLZ1Yfwxx_rTJxevOP7yWRGbxOKmh745BWA0
50121-252-11,50121-252-11,50121-252-11,956840,856840,GOGGLES,RACECRAFT,RACECRAFT 2 AIRBLAST MIR SIL,48.75,500,378,https://3366283.app.netsuite.com/core/media/media.nl?id=160858&c=3366283&h=suJ6EmM5YWicZy_khsbWby8g_ypmSn-TdSYmclahGOliADuL
50121-252-15,50121-252-15,50121-252-15,956841,856841,GOGGLES,RACECRAFT,RACECRAFT 2 COSTUME 2 MIR SIL,48.75,750,896,https://3366283.app.netsuite.com/core/media/media.nl?id=161159&c=3366283&h=gbL4Owwc-9Z9is-C3ioCm81HF4znUwPe0Lq9m6znr0VBg2ft
50121-252-16,50121-252-16,50121-252-16,956842,856842,GOGGLES,RACECRAFT,RACECRAFT 2 MILORI MIR SIL,48.75,1234,751,https://3366283.app.netsuite.com/core/media/media.nl?id=161506&c=3366283&h=8aseVNexQ4VaUUD-r1Qj4i5Sb7eXIfmvmEVHaOATIphqWVVJ
50121-259-13,50121-259-13,50121-259-13,956843,856843,GOGGLES,RACECRAFT,RACECRAFT 2 KERV MIR GLD LENS,48.75,850,840,https://3366283.app.netsuite.com/core/media/media.nl?id=161182&c=3366283&h=OwBR7hFvX9YCsZdO_inTsXnx0Xf-8pSMyGqLXVtT_Nj4GkSr
50122-608-01,50122-608-01,50122-608-1,956844,856844,GOGGLES,SNOW,RC2 SNOW BLK YEL LENS,45.5,121,810,https://3366283.app.netsuite.com/core/media/media.nl?id=161556&c=3366283&h=vGQi0NjezZqxOjtyyQGLe4R0ao454RVrHEr2Ew8HOMhqsS0_
50122-608-02,50122-608-02,50122-608-2,956845,856845,GOGGLES,SNOW,RC2 SNOW BLU YEL LENS,45.5,131,78,https://3366283.app.netsuite.com/core/media/media.nl?id=161465&c=3366283&h=NMMOXXqvmky72OygNr5efL0o1H7NArPDnaLB9osG-JbBEi9Q
50122-608-03,50122-608-03,50122-608-3,956846,856846,GOGGLES,SNOW,RC2 SNOW RED YEL LENS,45.5,133,997,https://3366283.app.netsuite.com/core/media/media.nl?id=161725&c=3366283&h=haSgbcWTMRkZejJJIRMsYI-8E0myFq7PhHFw_eOCN_kDLSab
50122-608-04,50122-608-04,50122-608-4,956847,856847,GOGGLES,SNOW,RC2 SNOW YEL YEL LENS,45.5,126,138,https://3366283.app.netsuite.com/core/media/media.nl?id=161717&c=3366283&h=Ugi7c8UgvUjvALAxy0pv2v0wR2wvhj8Xzblo7PaBVM1iML1G
50122-608-13,50122-608-13,50122-608-13,956848,856848,GOGGLES,SNOW,RC2 SNOW KERV YEL LENS,45.5,137,719,https://3366283.app.netsuite.com/core/media/media.nl?id=160758&c=3366283&h=8jWf0ZwKd7Xtd6iquVs-vGGugdLqjETwoUjJ7uavzVKKsoxP
50122-608-14,50122-608-14,50122-608-14,956849,856849,GOGGLES,SNOW,RC2 SNOW ST-KITH YEL LENS,45.5,135,396,https://3366283.app.netsuite.com/core/media/media.nl?id=160469&c=3366283&h=jj_JCQP3ZIjPqpDzL_oNqyXVUL_Cv9vqA8YxHnOG6Cc6Ryc6
50122-650-02,50122-650-02,50122-650-2,956850,856850,GOGGLES,SNOW,RC2 SNOW BLU MIR BLU LENS,48.75,118,789,https://3366283.app.netsuite.com/core/media/media.nl?id=160482&c=3366283&h=RHedPktiqXlq_Dy_JHyAAOcLS4pCKZhDEIHxivIH7A4Ny9l8
50122-651-03,50122-651-03,50122-651-3,956851,856851,GOGGLES,SNOW,RC2 SNOW RED MIR RED LENS,48.75,123,785,https://3366283.app.netsuite.com/core/media/media.nl?id=161263&c=3366283&h=bMwzXbSPOW2JLtQf8TW_gGjLb49HzvlETxKZBDdk-lKhpdsS
50122-651-04,50122-651-04,50122-651-4,956852,856852,GOGGLES,SNOW,RC2 SNOW YEL MIR RED LENS,48.75,120,283,https://3366283.app.netsuite.com/core/media/media.nl?id=161188&c=3366283&h=wuAIsZs18-b4ieVs1zxarBd4iaBG56LyJqdZTT0RQGAxB6kQ
50122-651-14,50122-651-14,50122-651-14,956853,856853,GOGGLES,SNOW,RC2 SNOW ST-KITH MIR RED LENS,48.75,119,859,https://3366283.app.netsuite.com/core/media/media.nl?id=161596&c=3366283&h=w2sGJ_026-iMj5DsmjeGkwLRabmxECDGgFtMQFGr3CauKH1x
